x-axis,1,2
second,Volt,Volt
-25.00000E-03,+193.46735E-03,-7.53767E-03
-24.92188E-03,+193.46735E-03,-7.53767E-03
-24.84375E-03,+193.46735E-03,+7.53770E-03
-24.76563E-03,+193.46735E-03,-15.07536E-03
-24.68750E-03,+193.46735E-03,+2.51258E-03
-24.60938E-03,+213.56785E-03,-32.66330E-03
-24.53125E-03,+198.49248E-03,-22.61305E-03
-24.45313E-03,+193.46735E-03,-7.53767E-03
-24.37500E-03,+213.56785E-03,-27.63817E-03
-24.29688E-03,+195.97991E-03,-7.53767E-03
-24.21875E-03,+193.46735E-03,-7.53767E-03
-24.14063E-03,+188.44223E-03,-2.51255E-03
-24.06250E-03,+203.51760E-03,-7.53767E-03
-23.98438E-03,+206.03016E-03,-7.53767E-03
-23.90625E-03,+198.49248E-03,+7.53770E-03
-23.82813E-03,+193.46735E-03,+7.53770E-03
-23.75000E-03,+193.46735E-03,+12.56283E-03
-23.67188E-03,+190.95479E-03,-5.02511E-03
-23.59375E-03,+193.46735E-03,-2.51255E-03
-23.51563E-03,+193.46735E-03,-7.53767E-03
-23.43750E-03,+193.46735E-03,-7.53767E-03
-23.35938E-03,+201.00504E-03,-7.53767E-03
-23.28125E-03,+193.46735E-03,-7.53767E-03
-23.20313E-03,+190.95479E-03,-22.61305E-03
-23.12500E-03,+213.56785E-03,-7.53767E-03
-23.04688E-03,+231.15579E-03,-7.53767E-03
-22.96875E-03,+188.44223E-03,+7.53770E-03
-22.89063E-03,+193.46735E-03,-7.53767E-03
-22.81250E-03,+203.51760E-03,-17.58792E-03
-22.73438E-03,+206.03016E-03,-7.53767E-03
-22.65625E-03,+198.49248E-03,-7.53767E-03
-22.57813E-03,+178.39197E-03,-7.53767E-03
-22.50000E-03,+193.46735E-03,-7.53767E-03
-22.42188E-03,+193.46735E-03,+10.05027E-03
-22.34375E-03,+208.54273E-03,-2.51255E-03
-22.26563E-03,+193.46735E-03,-15.07536E-03
-22.18750E-03,+193.46735E-03,-17.58792E-03
-22.10938E-03,+213.56785E-03,-7.53767E-03
-22.03125E-03,+208.54273E-03,-7.53767E-03
-21.95313E-03,+193.46735E-03,+10.05027E-03
-21.87500E-03,+193.46735E-03,+12.56283E-03
-21.79688E-03,+193.46735E-03,+10.05027E-03
-21.71875E-03,+193.46735E-03,+7.53770E-03
-21.64063E-03,+193.46735E-03,-7.53767E-03
-21.56250E-03,+193.46735E-03,-7.53767E-03
-21.48438E-03,+193.46735E-03,-7.53767E-03
-21.40625E-03,+193.46735E-03,+7.53770E-03
