time,V(boot0_mod),V(boot0_mos),V(nrst_mod),V(nrst_mos)
2.83502597013806,0.00005276,0.00001547735,0.2669989,0.2686294
2.83502870857867,0.00005612708,0.00001789569,0.2051494,0.2064022
2.83503139789659,0.00005943842,0.00002027369,0.1588496,0.1598196
2.83503404070607,0.0000626959,0.00002261279,0.12401,0.1247673
2.8350366434766,0.00006590656,0.00002491812,0.09761961,0.09821574
2.83503938466844,0.00006929002,0.00002734739,0.07630049,0.07676642
2.83504236933415,0.00007297582,0.00002999361,0.05879029,0.05914928
2.83504527995007,0.00007657154,0.00003257508,0.04605685,0.04633807
2.83504832059653,0.00008032897,0.00003527259,0.03616399,0.03638479
2.83505129353008,0.00008400353,0.00003791054,0.02900901,0.02918611
2.83505437001468,0.00008780668,0.00004064077,0.0235385,0.02368219
2.8350574398878,0.0000916021,0.00004336542,0.0195288,0.019648
2.83506063027865,0.00009554688,0.00004619728,0.01648302,0.01658361
2.83506387860287,0.00009956356,0.00004908073,0.01423788,0.01432476
2.83506728556633,0.0001037766,0.00005210513,0.01255069,0.01262726
2.8350708251699,0.0001081538,0.00005524738,0.01131377,0.01138278
2.83507459313575,0.0001128135,0.00005859244,0.01040129,0.01046473
2.83507860093837,0.00011777,0.00006215048,0.009745035,0.00980447
2.83508296008005,0.0001231609,0.00006602047,0.009276954,0.00933353
2.83508773012898,0.0001290602,0.00007025529,0.008954537,0.009009143
2.83509306785525,0.0001356615,0.00007499411,0.008739184,0.008792475
2.83509919117497,0.0001432343,0.00008043039,0.008602403,0.008654858
2.8351065550386,0.0001523414,0.00008696802,0.008521185,0.008573145
2.83511551335435,0.0001634203,0.0000949212,0.00848074,0.008532451
2.83512696682475,0.0001775849,0.0001050895,0.00846584,0.008517461
2.83514357363113,0.0001981226,0.0001198329,0.008464453,0.008516065
2.83517085730579,0.000231864,0.0001440549,0.008468197,0.008519832
2.83521575107722,0.0002873824,0.0001839102,0.008470904,0.008522556
2.83530553862008,0.0003984149,0.0002636187,0.00847136,0.008523014
2.8354851137058,0.0006204626,0.0004230272,0.008471093,0.008522746
2.88806760663641,0.06451883,0.04656483,0.008471066,0.008522719
2.94065009956702,0.1266381,0.09179802,0.008471045,0.008522697
2.99323259249763,0.1869781,0.1361226,0.00847103,0.008522682
3.04581508542824,0.245539,0.1795386,0.008471022,0.008522674
3.09839757835885,0.3023208,0.222046,0.008471019,0.008522671
3.15098007128946,0.3573234,0.2636447,0.008471023,0.008522675
3.20356256422007,0.4105469,0.3043349,0.008471033,0.008522685
3.29499113564864,0.4990033,0.3729608,0.008471033,0.008522685
3.3864197070772,0.5834403,0.4393405,0.008471033,0.008522685
3.47784827850576,0.663858,0.5034741,0.008471033,0.008522685
3.56927684993432,0.7402563,0.5653615,0.008471033,0.008522685
3.66070542136288,0.8126353,0.6250028,0.008471033,0.008522685
3.75213399279144,0.8809949,0.6823979,0.008471033,0.008522685
3.84356256422,0.9453351,0.7375469,0.008471033,0.008522685
3.98984827850576,1.040864,0.8214155,0.008471033,0.008522685
4.13613399279151,1.130015,0.9011544,0.008471033,0.008522685
4.28241970707727,1.212787,0.9767635,0.008471033,0.008522685
4.42870542136302,1.28918,1.048243,0.008471033,0.008522685
4.57499113564877,1.359194,1.115592,0.008471032,0.008522685
4.72127684993453,1.422829,1.178812,0.008471032,0.008522685
4.86756256422028,1.480086,1.237902,0.008471032,0.008522685
5.01384827850604,1.533164,1.293817,0.008471032,0.008522685
5.16013399279181,1.582713,1.346989,0.008471032,0.008522685
5.30641970707757,1.628733,1.397417,0.008471032,0.008522685
5.45270542136333,1.671224,1.445103,0.008471032,0.008522685
5.5989911356491,1.710185,1.490046,0.008471032,0.008522685
5.74527684993486,1.745617,1.532245,0.008471032,0.008522685
5.89156256422062,1.777521,1.571702,0.008471032,0.008522685
6.03784827850639,1.807104,1.609047,0.008471032,0.008522685
6.18413399279215,1.834727,1.644567,0.008471032,0.008522685
6.33041970707791,1.860391,1.678261,0.008471032,0.008522685
6.47670542136368,1.884094,1.710131,0.008471032,0.008522685
6.62299113564944,1.905838,1.740175,0.008471032,0.008522685
6.7692768499352,1.925622,1.768393,0.008471032,0.008522685
6.91556256422096,1.943446,1.794787,0.008471032,0.008522685
7.06184827850673,1.959977,1.819774,0.008471032,0.008522685
7.20813399279249,1.975415,1.843543,0.008471032,0.008522685
7.35441970707825,1.989762,1.866096,0.008471032,0.008522685
7.50070542136402,2.003016,1.887431,0.008471032,0.008522685
7.64699113564978,2.015178,1.90755,0.008471032,0.008522685
7.79327684993554,2.026247,1.926451,0.008471032,0.008522685
7.93956256422131,2.036225,1.944136,0.008471032,0.008522685
8.08584827850695,2.045479,1.960881,0.008471032,0.008522685
8.23213399279259,2.054124,1.976812,0.008471032,0.008522685
8.37841970707823,2.062157,1.991931,0.008471032,0.008522685
8.52470542136387,2.069581,2.006236,0.008471032,0.008522685
8.67099113564951,2.076394,2.019729,0.008471032,0.008522685
8.81727684993515,2.082597,2.032408,0.008471032,0.008522685
8.96356256422079,2.088189,2.044274,0.008471032,0.008522685
9.10984827850642,2.093376,2.055511,0.008471032,0.008522685
9.25613399279205,2.098222,2.066203,0.008471032,0.008522685
9.40241970707769,2.102726,2.076352,0.008471032,0.008522685
9.54870542136332,2.106888,2.085956,0.008471032,0.008522685
9.69499113564895,2.110709,2.095015,0.008471032,0.008522685
9.84127684993459,2.114187,2.10353,0.008471032,0.008522685
9.98756256422022,2.117324,2.111501,0.008471032,0.008522685
10.1338482785059,2.120234,2.11905,0.008471032,0.008522685
10.2801339927915,2.122953,2.126235,0.008471032,0.008522685
10.4264197070771,2.12548,2.133054,0.008471032,0.008522685
10.5727054213628,2.127815,2.139508,0.008471032,0.008522685
10.7189911356484,2.129958,2.145597,0.008471032,0.008522685
10.865276849934,2.131911,2.151321,0.008471032,0.008522685
11.0115625642197,2.133671,2.15668,0.008471032,0.008522685
11.1578482785053,2.135304,2.161756,0.008471032,0.008522685
11.3041339927909,2.13683,2.166587,0.008471032,0.008522685
11.4504197070766,2.138248,2.171173,0.008471032,0.008522685
11.5967054213622,2.139558,2.175513,0.008471032,0.008522685
11.7429911356478,2.140762,2.179609,0.008471032,0.008522685
11.8892768499335,2.141857,2.183459,0.008471032,0.008522685
12.0355625642191,2.142846,2.187065,0.008471032,0.008522685
12.1818482785047,2.143762,2.19048,0.008471032,0.008522685
12.3281339927904,2.144619,2.19373,0.008471032,0.008522685
12.474419707076,2.145415,2.196816,0.008471032,0.008522685
12.6207054213616,2.146151,2.199737,0.008471032,0.008522685
12.7669911356473,2.146826,2.202493,0.008471032,0.008522685
12.9132768499329,2.147441,2.205084,0.008471032,0.008522685
13.0595625642185,2.147996,2.207511,0.008471032,0.008522685
13.2058482785042,2.148511,2.209809,0.008471032,0.008522685
13.3521339927898,2.148992,2.211997,0.008471032,0.008522685
13.4984197070754,2.149439,2.214074,0.008471032,0.008522685
13.6447054213611,2.149852,2.216041,0.008471032,0.008522685
13.7909911356467,2.150231,2.217896,0.008471032,0.008522685
13.9372768499323,2.150577,2.219641,0.008471032,0.008522685
14.0835625642179,2.150888,2.221275,0.008471032,0.008522685
14.2223393409011,2.151163,2.222746,0.008471032,0.008522685
14.3611161175843,2.151421,2.22415,0.008471032,0.008522685
14.4998928942674,2.151661,2.225485,0.008471032,0.008522685
14.6386696709506,2.151884,2.226753,0.008471032,0.008522685
14.7774464476337,2.15209,2.227954,0.008471032,0.008522685
14.9162232243168,2.152278,2.229086,0.008471032,0.008522685
15.055000001,2.152449,2.230151,0.008471032,0.008522685
15.0550000015607,2.152449,2.230151,0.008471032,0.008522685
15.0550000015823,2.152449,2.230151,0.008471032,0.008522685
15.0550000015994,2.152449,2.230151,0.008471032,0.008522685
15.0550000016044,2.152449,2.230151,0.008471032,0.008522685
15.0550000016094,2.152449,2.230151,0.008471032,0.008522685
15.0550000016146,2.152449,2.230151,0.008471032,0.008522685
15.0550000016221,2.152449,2.230151,0.008471032,0.008522685
15.0550000016366,2.152449,2.230151,0.008471032,0.008522685
15.0550000016518,2.152449,2.230151,0.008471032,0.008522685
15.0550000016684,2.152449,2.230151,0.008471031,0.008522684
15.0550000016892,2.152449,2.230151,0.008471031,0.008522684
15.0550000017159,2.152449,2.230151,0.00847103,0.008522683
15.0550000017553,2.152449,2.230151,0.008471028,0.008522681
15.0550000018084,2.152449,2.230151,0.008471026,0.008522679
